flight_id,date,route,aircraft_type,planned_fuel_kg,actual_fuel_kg,duration_min,passengers,cargo_weight_kg,catering_weight_kg,wind_speed_kts,wind_direction,temperature_c,visibility,weather_conditions,departure_delay_min,taxi_time_min
6865833267846140,2026-02-01 17:00,LBA-FAO,737-800,5143,5394,183,169,1737,163,36,E,13,10,Windy,0,13
1306180680868550,2025-11-24 16:00,LBA-FAO,737-800,5047,5323,178,156,1528,170,11,N,-8,8,Overcast,7,19
6777300049980274,2025-12-08 12:45,EMA-PMI,737-800,4776,4893,164,155,2392,137,41,W,2,10,Windy,0,10
4650890499420389,2026-02-16 21:15,LBA-ALC,757-200,4691,4521,173,211,2772,189,41,W,4,5,Clear,6,24
2160268403263824,2026-02-20 05:45,EMA-TFS,757-200,6500,6046,244,234,1708,234,13,NE,-4,5,Clear,9,10
8050854126658795,2026-02-04 11:15,LBA-TFS,757-200,5935,5541,252,219,2689,238,10,W,27,3,Cloudy,13,23
2208839837428562,2025-12-30 22:45,LBA-FAO,757-200,4967,5293,175,234,3291,183,6,N,0,3,Cloudy,3,13
6702638512364914,2026-02-08 22:15,NCL-PMI,737-800,5432,5062,164,174,2130,185,25,NW,-10,7,Light Rain,0,15
3966585734248054,2026-02-20 11:30,NCL-PMI,757-200,5167,5101,176,227,2752,161,38,SE,-11,7,Clear,9,20
3540000131071754,2026-02-12 07:30,BHX-PMI,757-200,5131,4945,149,214,2750,231,7,E,18,7,Overcast,0,25
2138224992226164,2026-02-01 13:00,LBA-PMI,737-800,4085,3984,152,184,1929,173,25,NW,22,5,Windy,0,11
7471377298243230,2025-12-11 17:30,LBA-PMI,737 MAX 8,4279,4421,160,188,1656,185,11,NW,7,10,Overcast,28,23
5581805299730919,2025-12-22 14:00,MAN-AGP,737-800,5232,4889,170,165,991,126,3,NE,32,7,Overcast,11,20
3027241330399418,2025-12-10 20:45,EMA-ALC,757-200,5245,5411,171,212,1229,209,44,SW,0,3,Overcast,8,23
2958734410834054,2025-12-15 07:30,LBA-FAO,737-800,4916,4912,166,157,1492,167,15,NE,3,7,Light Rain,0,25
1763302436292026,2026-01-01 21:00,BHX-AGP,737 MAX 8,5158,5039,180,171,1411,144,0,SW,31,5,Light Rain,0,22
2259873516779807,2026-01-29 21:15,BHX-FAO,737-800,5507,5204,185,164,1763,141,19,SW,12,5,Overcast,17,21
7765214836709130,2026-01-07 18:00,BHX-ALC,737 MAX 8,4913,2687,161,171,864,131,12,NW,27,7,Clear,0,11
3542042061896750,2026-01-13 21:45,LBA-FAO,737-800,5105,4714,168,182,827,183,15,N,28,8,Light Rain,0,22
6714864710360008,2026-01-24 07:45,MAN-TFS,757-200,6623,6291,253,207,2279,227,15,W,-3,10,Clear,0,25
4846729518968128,2025-12-12 12:00,LBA-FAO,737-800,4798,5127,173,189,1208,139,3,W,11,7,Cloudy,0,8
2664890088453284,2026-02-13 06:30,LBA-AGP,737-800,5082,4961,168,170,897,131,0,N,27,8,Cloudy,0,10
6670559981993418,2025-12-25 20:30,BHX-PMI,737-800,4913,5057,148,158,1478,133,23,SW,0,7,Cloudy,0,10
4766923365167418,2026-02-08 08:00,NCL-PMI,737 MAX 8,5195,4940,180,156,953,168,39,SW,4,10,Cloudy,0,11
8336666316374743,2026-02-01 13:30,BHX-ALC,737-800,5246,4883,158,182,2419,129,38,S,29,5,Windy,0,13
3732875917229148,2026-01-12 20:00,MAN-ALC,737-800,4793,4841,161,188,1356,147,0,E,21,6,Overcast,0,23
6450792957346135,2025-12-21 14:30,EMA-TFS,737-800,6046,6078,235,159,1368,170,17,N,26,6,Cloudy,0,18
7508619667330224,2026-01-09 15:00,EMA-TFS,737-800,6418,6827,232,153,2081,157,22,SE,31,7,Cloudy,0,25
6131022146019260,2026-02-19 17:30,NCL-TFS,757-200,6525,6342,254,225,1837,198,27,SW,-6,10,Clear,0,12
8445008452635023,2026-01-24 10:30,LBA-ALC,737-800,4603,4741,160,159,947,138,29,W,-9,5,Clear,0,7
5313621763849072,2025-11-24 06:15,MAN-TFS,757-200,6246,6684,238,200,1635,183,21,NE,-3,5,Light Rain,10,16
6903000274109602,2025-12-12 12:00,EMA-TFS,757-200,6556,6161,248,206,3430,169,32,W,-6,3,Cloudy,0,11
2633593386345320,2025-12-29 12:45,LBA-AGP,737-800,4714,4414,163,172,956,163,7,SW,-10,3,Overcast,0,17
8177395960936196,2026-02-17 18:15,MAN-AGP,757-200,4978,5277,169,231,2711,248,45,NE,35,3,Cloudy,0,21
8225041823627317,2026-01-23 07:00,NCL-PMI,737-800,5285,4985,183,158,1172,159,22,SW,16,9,Light Rain,7,17
6029391080236271,2026-02-14 12:45,BHX-FAO,737-800,6046,6039,187,164,1587,120,45,W,18,6,Clear,0,7
1487136787083942,2026-01-22 09:00,LBA-PMI,737 MAX 8,4042,3909,151,185,1662,147,14,N,32,5,Clear,3,20
4706666170057454,2026-02-20 08:00,EMA-PMI,757-200,4630,4368,150,215,1515,152,26,E,33,5,Light Rain,0,16
9389756575917925,2026-01-05 19:00,MAN-AGP,737-800,5251,5371,161,161,1830,123,25,W,28,10,Overcast,0,14
4821050496986037,2025-12-13 13:00,EMA-ALC,737-800,4916,2420,154,185,2039,192,44,NW,15,8,Light Rain,0,18
1404193208075817,2025-12-17 13:00,LBA-AGP,737-800,4998,2436,179,156,933,122,0,S,-3,6,Clear,0,25
7981124915458774,2026-02-03 20:00,LBA-PMI,737-800,3908,4208,149,175,1824,136,25,SW,-7,4,Windy,0,23
7923259348213424,2025-12-12 05:45,EMA-PMI,757-200,4897,4632,146,205,1582,222,14,SE,36,5,Cloudy,44,23
8814046804941732,2026-01-05 19:15,BHX-PMI,737-800,5341,4948,164,174,1289,136,39,NE,-6,10,Clear,1,16
6122697566621703,2025-12-04 20:00,BHX-AGP,737-800,5265,4901,174,172,982,125,45,NW,1,10,Windy,52,10
9803921118136944,2026-01-24 06:30,MAN-AGP,737-800,5269,5421,179,182,2079,197,23,NE,28,9,Overcast,8,8
1975914201894819,2026-02-13 06:15,EMA-TFS,737-800,6297,6172,231,154,1256,132,29,NE,7,10,Light Rain,0,12
9434877950686870,2026-01-12 18:15,BHX-TFS,737-800,6850,7394,245,180,1034,146,2,E,15,5,Cloudy,0,19
8480918992208178,2026-01-08 18:45,MAN-PMI,737-800,4433,4270,140,155,1090,113,25,NE,4,10,Light Rain,9,15
2302597509300570,2025-11-29 07:45,BHX-PMI,737 MAX 8,5068,4824,154,180,1773,165,10,W,7,9,Clear,0,25
7273029173717339,2026-01-03 15:00,LBA-FAO,737 MAX 8,4955,5244,169,176,1338,160,0,NW,38,5,Light Rain,0,13
5712293917291495,2026-01-31 10:45,MAN-PMI,737-800,4590,4924,146,173,833,142,19,NE,29,10,Light Rain,0,24
6851296325337881,2026-01-04 08:15,BHX-AGP,737-800,5666,5752,170,174,1383,181,44,W,25,7,Overcast,2,10
2120861697824709,2025-11-25 18:00,EMA-PMI,757-200,5157,4827,164,202,2387,210,13,SE,34,10,Overcast,0,22
8356243207040388,2026-01-06 19:45,BHX-TFS,737-800,6729,6737,246,166,1429,172,26,SE,-15,9,Clear,0,18
1896919012430164,2026-01-28 15:30,MAN-ALC,737 MAX 8,4647,4688,158,189,2119,162,3,W,-7,9,Cloudy,0,20
4444398723503287,2025-12-09 21:00,NCL-PMI,757-200,5266,5550,184,220,2034,162,1,W,-15,5,Clear,0,9
1931517705467835,2025-11-26 09:45,BHX-ALC,737-800,5027,4864,175,165,2287,167,24,S,27,3,Windy,2,25
3824524638995441,2025-12-07 19:00,LBA-AGP,737-800,5058,4800,168,173,1225,148,31,N,11,4,Light Rain,2,19
5609386896642236,2026-02-12 19:15,MAN-ALC,737-800,4980,5085,150,157,1502,172,30,N,-5,7,Clear,0,7
2738881600782677,2025-12-12 11:30,LBA-AGP,737 MAX 8,4767,4491,160,158,1348,128,12,NE,7,7,Light Rain,0,19
2798923126011010,2025-12-25 10:15,MAN-FAO,737 MAX 8,5897,6174,168,160,2426,125,31,W,13,9,Overcast,5,19
3209629066306822,2026-02-03 16:30,LBA-TFS,737-800,5934,6369,253,176,1401,166,41,SW,10,3,Clear,0,12
